Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
Child count= 6Mutation rate= 0.0Population Size= 50Fitness Value= 67.57575757575758
